"querynumero","execucaonumero","tempoexecucao"
26,19,"0.000403"
26,20,"0.000415"
26,21,"0.000402"
26,22,"0.000450"
26,23,"0.000445"
26,24,"0.000422"
26,25,"0.000425"
26,26,"0.000409"
26,27,"0.000398"
26,28,"0.000422"
26,29,"0.002713"
26,30,"0.000639"
26,31,"0.000661"
26,32,"0.000510"
26,33,"0.000554"
26,34,"0.000504"
26,35,"0.000497"
26,36,"0.000431"
26,37,"0.000586"
26,38,"0.000481"
26,39,"0.000446"
26,40,"0.000458"
26,41,"0.000491"
26,42,"0.000695"
26,43,"0.000627"
26,44,"0.000509"
26,45,"0.000423"
26,46,"0.000438"
26,47,"0.000420"
26,48,"0.000438"
26,49,"0.000444"
26,50,"0.000480"
27,1,"0.000887"
27,2,"0.000873"
27,3,"0.000921"
27,4,"0.002631"
27,5,"0.001014"
27,6,"0.000892"
27,7,"0.000966"
27,8,"0.000998"
27,9,"0.000911"
27,10,"0.000899"
27,11,"0.000860"
27,12,"0.000866"
27,13,"0.000845"
27,14,"0.000860"
27,15,"0.000881"
27,16,"0.000847"
27,17,"0.000840"
27,18,"0.000846"
27,19,"0.000847"
27,20,"0.001581"
27,21,"0.001632"
27,22,"0.000945"
27,23,"0.001025"
27,24,"0.001048"
27,25,"0.001629"
27,26,"0.001376"
27,27,"0.001326"
27,28,"0.000949"
27,29,"0.000881"
27,30,"0.000879"
27,31,"0.000888"
27,32,"0.000895"
27,33,"0.001187"
27,34,"0.002809"
27,35,"0.001007"
27,36,"0.001276"
27,37,"0.001060"
27,38,"0.001049"
27,39,"0.001923"
27,40,"0.000942"
27,41,"0.000863"
27,42,"0.000837"
27,43,"0.000852"
27,44,"0.000962"
27,45,"0.000946"
27,46,"0.000864"
27,47,"0.000851"
27,48,"0.002460"
27,49,"0.001007"
27,50,"0.000921"
28,1,"0.000819"
28,2,"0.000522"
28,3,"0.000438"
28,4,"0.000433"
28,5,"0.000430"
28,6,"0.000444"
28,7,"0.000425"
28,8,"0.000430"
28,9,"0.000444"
28,10,"0.000516"
28,11,"0.000472"
28,12,"0.000438"
28,13,"0.000439"
28,14,"0.000430"
28,15,"0.000446"
28,16,"0.000422"
28,17,"0.000431"
28,18,"0.000494"
28,19,"0.000439"
28,20,"0.000428"
28,21,"0.000457"
28,22,"0.000442"
28,23,"0.000441"
28,24,"0.000434"
28,25,"0.000447"
28,26,"0.000448"
28,27,"0.003554"
28,28,"0.000550"
28,29,"0.000612"
28,30,"0.000922"
28,31,"0.000534"
28,32,"0.000582"
28,33,"0.000474"
28,34,"0.000453"
28,35,"0.000433"
28,36,"0.000430"
28,37,"0.000438"
28,38,"0.000444"
28,39,"0.000437"
28,40,"0.000455"
28,41,"0.000439"
28,42,"0.000565"
28,43,"0.000692"
28,44,"0.000859"
28,45,"0.000589"
28,46,"0.000445"
28,47,"0.000459"
28,48,"0.000448"
28,49,"0.000443"
28,50,"0.000426"
29,1,"0.000445"
29,2,"0.002646"
29,3,"0.000597"
29,4,"0.000473"
29,5,"0.000536"
29,6,"0.000432"
29,7,"0.000421"
29,8,"0.000416"
29,9,"0.000422"
29,10,"0.000416"
29,11,"0.000424"
29,12,"0.000421"
29,13,"0.000421"
29,14,"0.000423"
29,15,"0.000419"
29,16,"0.000424"
29,17,"0.000410"
29,18,"0.000425"
29,19,"0.000424"
29,20,"0.000419"
29,21,"0.000417"
29,22,"0.000415"
29,23,"0.000422"
29,24,"0.000419"
29,25,"0.000425"
29,26,"0.000424"
29,27,"0.000440"
29,28,"0.000419"
29,29,"0.000423"
29,30,"0.000421"
29,31,"0.000414"
29,32,"0.000424"
29,33,"0.000416"
29,34,"0.000451"
29,35,"0.002243"
29,36,"0.000611"
29,37,"0.000481"
29,38,"0.000455"
29,39,"0.000434"
29,40,"0.000418"
29,41,"0.000439"
29,42,"0.000426"
29,43,"0.000437"
29,44,"0.000506"
29,45,"0.000511"
29,46,"0.000447"
29,47,"0.001460"
29,48,"0.000611"
29,49,"0.000787"
29,50,"0.000875"
30,1,"0.010603"
30,2,"0.006454"
30,3,"0.007984"
30,4,"0.006978"
30,5,"0.009473"
30,6,"0.010223"
30,7,"0.008853"
30,8,"0.008468"
30,9,"0.011663"
30,10,"0.012044"
30,11,"0.008222"
30,12,"0.009967"
30,13,"0.007320"
30,14,"0.011423"
30,15,"0.013465"
30,16,"0.007563"
30,17,"0.010127"
30,18,"0.009405"
30,19,"0.016088"
30,20,"0.011660"
30,21,"0.010450"
30,22,"0.007930"
30,23,"0.015988"
30,24,"0.009334"
30,25,"0.007694"
30,26,"0.008903"
30,27,"0.009321"
30,28,"0.008700"
30,29,"0.006837"
30,30,"0.008090"
30,31,"0.008341"
30,32,"0.009875"
30,33,"0.006871"
30,34,"0.008366"
30,35,"0.006566"
30,36,"0.010768"
30,37,"0.009073"
30,38,"0.008524"
30,39,"0.007438"
30,40,"0.008744"
30,41,"0.008893"
30,42,"0.011351"
30,43,"0.006371"
30,44,"0.008811"
30,45,"0.006307"
30,46,"0.010925"
30,47,"0.007163"
30,48,"0.008195"
30,49,"0.006331"
30,50,"0.008536"
31,1,"0.001206"
31,2,"0.001102"
31,3,"0.001123"
31,4,"0.001195"
31,5,"0.001205"
31,6,"0.001147"
31,7,"0.003068"
31,8,"0.001166"
31,9,"0.001230"
31,10,"0.003664"
31,11,"0.001393"
31,12,"0.001449"
31,13,"0.001123"
31,14,"0.001075"
31,15,"0.001096"
31,16,"0.001127"
31,17,"0.001117"
31,18,"0.001063"
31,19,"0.001059"
31,20,"0.001058"
31,21,"0.001287"
31,22,"0.003418"
31,23,"0.001184"
31,24,"0.001116"
31,25,"0.001077"
31,26,"0.001091"
31,27,"0.001125"
31,28,"0.001087"
31,29,"0.001081"
31,30,"0.001077"
31,31,"0.001065"
31,32,"0.002647"
31,33,"0.004408"
31,34,"0.001812"
31,35,"0.001231"
31,36,"0.001163"
31,37,"0.001221"
31,38,"0.001145"
31,39,"0.001414"
31,40,"0.001406"
31,41,"0.001184"
31,42,"0.001087"
31,43,"0.002686"
31,44,"0.001249"
31,45,"0.001136"
31,46,"0.001075"
31,47,"0.001069"
31,48,"0.001196"
31,49,"0.001227"
31,50,"0.001170"
32,1,"0.001180"
32,2,"0.001189"
32,3,"0.001415"
32,4,"0.001121"
32,5,"0.001071"
32,6,"0.002903"
32,7,"0.001249"
32,8,"0.001157"
32,9,"0.001490"
32,10,"0.001312"
32,11,"0.001199"
32,12,"0.001220"
32,13,"0.002608"
32,14,"0.001685"
32,15,"0.001160"
32,16,"0.003502"
32,17,"0.001556"
32,18,"0.001336"
32,19,"0.001166"
32,20,"0.001075"
32,21,"0.001198"
32,22,"0.001178"
32,23,"0.001131"
32,24,"0.001147"
32,25,"0.001078"
32,26,"0.001163"
32,27,"0.001459"
32,28,"0.003495"
32,29,"0.001134"
32,30,"0.001052"
32,31,"0.001049"
32,32,"0.001208"
32,33,"0.001144"
32,34,"0.001090"
32,35,"0.001072"
32,36,"0.001089"
32,37,"0.001074"
32,38,"0.001279"
32,39,"0.004024"
32,40,"0.001660"
32,41,"0.001390"
32,42,"0.001227"
32,43,"0.001117"
32,44,"0.001106"
32,45,"0.001143"
32,46,"0.001505"
32,47,"0.001183"
32,48,"0.001071"
32,49,"0.001099"
32,50,"0.001082"
33,1,"0.000226"
33,2,"0.000158"
33,3,"0.001571"
33,4,"0.000346"
33,5,"0.000167"
33,6,"0.000149"
33,7,"0.000148"
33,8,"0.000146"
33,9,"0.000216"
33,10,"0.000158"
33,11,"0.000147"
33,12,"0.000146"
33,13,"0.000145"
33,14,"0.000146"
33,15,"0.000145"
33,16,"0.000148"
33,17,"0.000145"
33,18,"0.000145"
33,19,"0.000145"
33,20,"0.000145"
33,21,"0.000145"
33,22,"0.000270"
33,23,"0.000187"
33,24,"0.000154"
33,25,"0.000151"
33,26,"0.000151"
33,27,"0.000156"
33,28,"0.000147"
33,29,"0.000145"
33,30,"0.000146"
33,31,"0.000145"
33,32,"0.000145"
33,33,"0.000152"
33,34,"0.000145"
33,35,"0.000145"
33,36,"0.000144"
33,37,"0.000145"
33,38,"0.000148"
33,39,"0.000148"
33,40,"0.000156"
33,41,"0.000145"
33,42,"0.000145"
33,43,"0.000145"
33,44,"0.000145"
33,45,"0.000144"
33,46,"0.000152"
33,47,"0.000145"
33,48,"0.000144"
33,49,"0.000145"
33,50,"0.000144"
34,1,"0.001120"
34,2,"0.001096"
34,3,"0.001084"
34,4,"0.001065"
34,5,"0.001057"
34,6,"0.001055"
34,7,"0.002670"
34,8,"0.001176"
34,9,"0.001175"
34,10,"0.001185"
34,11,"0.001581"
34,12,"0.001255"
34,13,"0.001200"
34,14,"0.001127"
34,15,"0.001128"
34,16,"0.001110"
34,17,"0.001645"
34,18,"0.001354"
34,19,"0.002647"
34,20,"0.001194"
34,21,"0.001168"
34,22,"0.001102"
34,23,"0.001067"
34,24,"0.001081"
34,25,"0.001087"
34,26,"0.001084"
34,27,"0.001064"
34,28,"0.001048"
34,29,"0.001058"
34,30,"0.001082"
34,31,"0.001097"
34,32,"0.002652"
34,33,"0.001458"
34,34,"0.001160"
34,35,"0.001087"
34,36,"0.001122"
34,37,"0.001098"
34,38,"0.001113"
34,39,"0.001147"
34,40,"0.001456"
34,41,"0.003283"
34,42,"0.001586"
34,43,"0.003445"
34,44,"0.001203"
34,45,"0.001127"
34,46,"0.001136"
34,47,"0.001516"
34,48,"0.001301"
34,49,"0.001129"
34,50,"0.001142"
35,1,"0.000312"
35,2,"0.000248"
35,3,"0.000263"
35,4,"0.000242"
35,5,"0.000238"
35,6,"0.000237"
35,7,"0.000259"
35,8,"0.000239"
35,9,"0.000236"
35,10,"0.000234"
35,11,"0.000250"
35,12,"0.000235"
35,13,"0.000236"
35,14,"0.000236"
35,15,"0.000249"
35,16,"0.000236"
35,17,"0.000234"
35,18,"0.002379"
35,19,"0.000327"
35,20,"0.000253"
35,21,"0.000242"
35,22,"0.000256"
35,23,"0.000238"
35,24,"0.000237"
35,25,"0.000243"
35,26,"0.000245"
35,27,"0.000235"
35,28,"0.000235"
35,29,"0.000234"
35,30,"0.000243"
35,31,"0.000235"
35,32,"0.000234"
35,33,"0.000235"
35,34,"0.000247"
35,35,"0.000236"
35,36,"0.000235"
35,37,"0.000233"
35,38,"0.000249"
35,39,"0.000235"
35,40,"0.000233"
35,41,"0.000233"
35,42,"0.000243"
35,43,"0.000235"
35,44,"0.000234"
35,45,"0.000235"
35,46,"0.000242"
35,47,"0.000235"
35,48,"0.000231"
35,49,"0.000234"
35,50,"0.000243"
36,1,"0.000451"
36,2,"0.000437"
36,3,"0.000420"
36,4,"0.000426"
36,5,"0.000424"
36,6,"0.000417"
36,7,"0.000435"
36,8,"0.000453"
36,9,"0.000462"
36,10,"0.000429"
36,11,"0.000429"
36,12,"0.000423"
36,13,"0.000431"
36,14,"0.000442"
36,15,"0.002350"
36,16,"0.000723"
36,17,"0.000860"
36,18,"0.000663"
36,19,"0.000546"
36,20,"0.000534"
36,21,"0.000454"
36,22,"0.000448"
36,23,"0.000437"
36,24,"0.000467"
36,25,"0.000447"
36,26,"0.000439"
36,27,"0.000432"
36,28,"0.000432"
36,29,"0.000524"
36,30,"0.000567"
36,31,"0.000697"
36,32,"0.000666"
36,33,"0.000557"
36,34,"0.000452"
36,35,"0.000436"
36,36,"0.000422"
36,37,"0.000435"
36,38,"0.000436"
36,39,"0.000420"
36,40,"0.000464"
36,41,"0.000425"
36,42,"0.002294"
36,43,"0.000717"
36,44,"0.000473"
36,45,"0.000436"
36,46,"0.000429"
36,47,"0.000418"
36,48,"0.000423"
36,49,"0.000419"
36,50,"0.000421"
37,1,"0.000559"
37,2,"0.000374"
37,3,"0.000360"
37,4,"0.000355"
37,5,"0.000357"
37,6,"0.000351"
37,7,"0.000352"
37,8,"0.000357"
37,9,"0.000349"
37,10,"0.000348"
37,11,"0.000364"
37,12,"0.000356"
37,13,"0.000390"
37,14,"0.000363"
37,15,"0.000350"
37,16,"0.000356"
37,17,"0.000349"
37,18,"0.000349"
37,19,"0.000357"
37,20,"0.000353"
37,21,"0.000366"
37,22,"0.000353"
37,23,"0.000349"
37,24,"0.000355"
37,25,"0.000353"
37,26,"0.000348"
37,27,"0.000491"
37,28,"0.000475"
37,29,"0.002026"
37,30,"0.000469"
37,31,"0.000366"
37,32,"0.000367"
37,33,"0.000366"
37,34,"0.000362"
37,35,"0.000371"
37,36,"0.000354"
37,37,"0.000362"
37,38,"0.000359"
37,39,"0.000358"
37,40,"0.000362"
37,41,"0.000356"
37,42,"0.000347"
37,43,"0.000358"
37,44,"0.000416"
37,45,"0.000430"
37,46,"0.000408"
37,47,"0.000358"
37,48,"0.000353"
37,49,"0.000351"
37,50,"0.002388"
38,1,"0.000472"
38,1,"0.000352"
38,2,"0.000362"
38,2,"0.000649"
38,3,"0.001308"
38,3,"0.000354"
38,4,"0.000707"
38,4,"0.000351"
38,5,"0.000364"
38,5,"0.000466"
38,6,"0.000382"
38,6,"0.000348"
38,7,"0.002022"
38,7,"0.000347"
38,8,"0.000363"
38,8,"0.000599"
38,9,"0.000471"
38,9,"0.000424"
38,10,"0.000399"
38,10,"0.000399"
38,11,"0.000356"
38,11,"0.000470"
38,12,"0.000350"
38,12,"0.000397"
38,13,"0.000368"
38,13,"0.000377"
38,14,"0.000383"
38,14,"0.000356"
38,15,"0.000368"
38,15,"0.000382"
38,16,"0.000357"
38,16,"0.000433"
38,17,"0.000347"
38,17,"0.000623"
38,18,"0.000529"
38,18,"0.000363"
38,19,"0.000351"
38,19,"0.000583"
38,20,"0.000399"
38,20,"0.000345"
38,21,"0.000543"
38,21,"0.000369"
38,22,"0.000910"
38,22,"0.000356"
38,23,"0.000439"
38,23,"0.000350"
38,24,"0.000374"
38,24,"0.000351"
38,25,"0.000350"
38,25,"0.000358"
38,26,"0.000378"
38,26,"0.000368"
38,27,"0.000360"
38,27,"0.000360"
38,28,"0.000356"
38,28,"0.000348"
38,29,"0.002126"
38,29,"0.000356"
38,30,"0.000506"
38,30,"0.000353"
38,31,"0.000376"
38,31,"0.000346"
38,32,"0.000356"
38,32,"0.000359"
38,33,"0.000353"
38,33,"0.000399"
38,34,"0.001203"
38,34,"0.000359"
38,35,"0.000349"
38,35,"0.000672"
38,36,"0.000349"
38,36,"0.000511"
38,37,"0.000385"
38,37,"0.000434"
38,38,"0.000390"
38,38,"0.000447"
38,39,"0.000383"
38,39,"0.000369"
38,40,"0.000370"
38,40,"0.000357"
38,41,"0.000352"
38,41,"0.000456"
38,42,"0.000383"
38,42,"0.000358"
38,43,"0.002007"
38,43,"0.000372"
38,44,"0.000359"
38,44,"0.000624"
38,45,"0.000440"
38,45,"0.000355"
38,46,"0.000447"
38,46,"0.000369"
38,47,"0.000357"
38,47,"0.000381"
38,48,"0.000354"
38,48,"0.000361"
38,49,"0.000352"
38,49,"0.000460"
38,50,"0.000354"
38,50,"0.000589"
40,1,"0.000722"
40,2,"0.000785"
40,3,"0.000562"
40,4,"0.000445"
40,5,"0.000437"
40,6,"0.000431"
40,7,"0.000434"
40,8,"0.000431"
40,9,"0.000424"
40,10,"0.001961"
40,11,"0.000592"
40,12,"0.000472"
40,13,"0.000439"
40,14,"0.000429"
40,15,"0.000432"
40,16,"0.000424"
40,17,"0.000454"
40,18,"0.000430"
40,19,"0.000431"
40,20,"0.000434"
40,21,"0.000455"
40,22,"0.000441"
40,23,"0.000429"
40,24,"0.000439"
40,25,"0.000419"
40,26,"0.000427"
40,27,"0.000425"
40,28,"0.000427"
40,29,"0.000425"
40,30,"0.000431"
40,31,"0.000442"
40,32,"0.000449"
40,33,"0.000547"
40,34,"0.000443"
40,35,"0.000433"
40,36,"0.000424"
40,37,"0.000428"
40,38,"0.000424"
40,39,"0.000432"
40,40,"0.000439"
40,41,"0.000462"
40,42,"0.000462"
40,43,"0.002696"
40,44,"0.000664"
40,45,"0.000502"
40,46,"0.000489"
40,47,"0.000475"
40,48,"0.000479"
40,49,"0.000431"
40,50,"0.000429"
41,1,"0.000549"
41,2,"0.000539"
41,3,"0.000574"
41,4,"0.000482"
41,5,"0.001538"
41,6,"0.001010"
41,7,"0.000738"
41,8,"0.000597"
41,9,"0.029016"
41,10,"0.000604"
41,11,"0.000527"
41,12,"0.000490"
41,13,"0.000515"
41,14,"0.000488"
41,15,"0.000508"
41,16,"0.000492"
41,17,"0.000491"
41,18,"0.000539"
41,19,"0.000545"
41,20,"0.000523"
41,21,"0.000498"
41,22,"0.000655"
41,23,"0.000527"
41,24,"0.000836"
41,25,"0.002647"
41,26,"0.000623"
41,27,"0.000518"
41,28,"0.000586"
41,29,"0.000526"
41,30,"0.000521"
41,31,"0.000499"
41,32,"0.000583"
41,33,"0.000658"
41,34,"0.000560"
41,35,"0.000526"
41,36,"0.000518"
41,37,"0.000533"
41,38,"0.000618"
41,39,"0.000556"
41,40,"0.000562"
41,41,"0.000532"
41,42,"0.000619"
41,43,"0.000553"
41,44,"0.000739"
41,45,"0.001134"
41,46,"0.000739"
41,47,"0.000672"
41,48,"0.003103"
41,49,"0.001972"
41,50,"0.001494"
42,1,"0.007725"
42,2,"0.000715"
42,3,"0.000518"
42,4,"0.000462"
42,5,"0.000460"
42,6,"0.002029"
42,7,"0.000578"
42,8,"0.000500"
42,9,"0.000458"
42,10,"0.000555"
42,11,"0.000494"
42,12,"0.000460"
42,13,"0.000447"
42,14,"0.000458"
42,15,"0.000562"
42,16,"0.000663"
42,17,"0.000536"
42,18,"0.000496"
42,19,"0.000505"
42,20,"0.000480"
42,21,"0.000519"
42,22,"0.000481"
42,23,"0.000493"
42,24,"0.000469"
42,25,"0.000497"
42,26,"0.000493"
42,27,"0.000497"
42,28,"0.000473"
42,29,"0.000475"
42,30,"0.000458"
42,31,"0.000470"
42,32,"0.000458"
42,33,"0.000474"
42,34,"0.000490"
42,35,"0.002288"
42,36,"0.000666"
42,37,"0.000552"
42,38,"0.000496"
42,39,"0.000476"
42,40,"0.000461"
42,41,"0.000460"
42,42,"0.000455"
42,43,"0.000462"
42,44,"0.000465"
42,45,"0.000508"
42,46,"0.000470"
42,47,"0.000500"
42,48,"0.000453"
42,49,"0.000479"
42,50,"0.001021"
43,1,"0.000947"
43,2,"0.000885"
43,3,"0.000790"
43,4,"0.000806"
43,5,"0.000893"
43,6,"0.000741"
43,7,"0.000719"
43,8,"0.003780"
43,9,"0.001028"
43,10,"0.000763"
43,11,"0.000684"
43,12,"0.000823"
43,13,"0.001235"
43,14,"0.001165"
43,15,"0.000725"
43,16,"0.000678"
43,17,"0.000767"
43,18,"0.000693"
43,19,"0.000681"
43,20,"0.000763"
43,21,"0.000735"
43,22,"0.000704"
43,23,"0.000670"
43,24,"0.002255"
43,25,"0.001033"
43,26,"0.000710"
43,27,"0.000669"
43,28,"0.000690"
43,29,"0.000683"
43,30,"0.000666"
43,31,"0.000688"
43,32,"0.000669"
43,33,"0.000667"
43,34,"0.000651"
43,35,"0.000650"
43,36,"0.000653"
43,37,"0.000661"
43,38,"0.000652"
43,39,"0.000648"
43,40,"0.000655"
43,41,"0.000661"
43,42,"0.000664"
43,43,"0.000699"
43,44,"0.000799"
43,45,"0.000876"
43,46,"0.002500"
43,47,"0.001676"
43,48,"0.001145"
43,49,"0.000841"
43,50,"0.000788"
44,1,"0.006304"
44,2,"0.007613"
44,3,"0.005773"
44,4,"0.006178"
44,5,"0.007743"
44,6,"0.007183"
44,7,"0.007912"
44,8,"0.005835"
44,9,"0.007137"
44,10,"0.005713"
44,11,"0.007893"
44,12,"0.007728"
44,13,"0.006137"
44,14,"0.008129"
44,15,"0.005775"
44,16,"0.005696"
44,17,"0.008104"
44,18,"0.006820"
44,19,"0.007237"
44,20,"0.006319"
44,21,"0.006735"
44,22,"0.006339"
44,23,"0.007457"
44,24,"0.009536"
44,25,"0.005624"
44,26,"0.007979"
44,27,"0.005642"
44,28,"0.005931"
44,29,"0.008107"
44,30,"0.006258"
44,31,"0.007010"
44,32,"0.005603"
44,33,"0.005686"
44,34,"0.008984"
44,35,"0.006279"
44,36,"0.007828"
44,37,"0.005816"
44,38,"0.008284"
44,39,"0.005735"
44,40,"0.007610"
44,41,"0.008108"
44,42,"0.005758"
44,43,"0.007431"
44,44,"0.005726"
44,45,"0.009995"
44,46,"0.006186"
44,47,"0.005857"
44,48,"0.007457"
44,49,"0.005733"
44,50,"0.007671"
45,1,"0.001673"
45,2,"0.001386"
45,3,"0.001338"
45,4,"0.001162"
45,5,"0.001121"
45,6,"0.001663"
45,7,"0.001845"
45,8,"0.001128"
45,9,"0.001064"
45,10,"0.002615"
45,11,"0.001217"
45,12,"0.001101"
45,13,"0.001084"
45,14,"0.001364"
45,15,"0.001120"
45,16,"0.001081"
45,17,"0.001127"
45,18,"0.001093"
45,19,"0.001105"
45,20,"0.001071"
45,21,"0.001089"
45,22,"0.001071"
45,23,"0.002366"
45,24,"0.001370"
45,25,"0.001133"
45,26,"0.001376"
45,27,"0.001123"
45,28,"0.001234"
45,29,"0.001230"
45,30,"0.004266"
45,31,"0.001299"
45,32,"0.001176"
45,33,"0.003514"
45,34,"0.001187"
45,35,"0.001379"
45,36,"0.001365"
45,37,"0.001161"
45,38,"0.001206"
45,39,"0.001102"
45,40,"0.001086"
45,41,"0.001072"
45,42,"0.001079"
45,43,"0.001079"
45,44,"0.001092"
45,45,"0.003149"
45,46,"0.001266"
45,47,"0.001142"
45,48,"0.001080"
45,49,"0.001058"
45,50,"0.001057"
46,1,"0.002922"
46,2,"0.002842"
46,3,"0.005512"
46,4,"0.002934"
46,5,"0.002840"
46,6,"0.003249"
46,7,"0.002914"
46,8,"0.004108"
46,9,"0.002852"
46,10,"0.002840"
46,11,"0.002803"
46,12,"0.002779"
46,13,"0.004820"
46,14,"0.003192"
46,15,"0.004913"
46,16,"0.002904"
46,17,"0.003026"
46,18,"0.005177"
46,19,"0.002885"
46,20,"0.002904"
46,21,"0.002845"
46,22,"0.003069"
46,23,"0.004727"
46,24,"0.002861"
46,25,"0.002845"
46,26,"0.002938"
46,27,"0.002989"
46,28,"0.005296"
46,29,"0.003398"
46,30,"0.002907"
46,31,"0.003951"
46,32,"0.004548"
46,33,"0.002879"
46,34,"0.002904"
46,35,"0.003026"
46,36,"0.002933"
46,37,"0.005630"
46,38,"0.003239"
46,39,"0.003057"
46,40,"0.003286"
46,41,"0.002889"
46,42,"0.004959"
46,43,"0.002947"
46,44,"0.002853"
46,45,"0.002836"
46,46,"0.002786"
46,47,"0.004852"
46,48,"0.002913"
46,49,"0.004264"
46,50,"0.002988"
